UCS.0002.UA_S1_L001	UCS.0002.UA_S1_L002	UCS.0007.UA_S2_L001	UCS.0007.UA_S2_L002	UCS.0010.UA_S3_L001	UCS.0010.UA_S3_L002	UCS.0016.UA_S4_L001	UCS.0016.UA_S4_L002	UCS.0018.UA_S5_L001	UCS.0018.UA_S5_L002	UCS.0020.BAL_S12_L001	UCS.0020.BAL_S12_L002	UCS.0025.BAL_S8_L001	UCS.0025.BAL_S8_L002	UCS.0040.BKG_S16_L001	UCS.0040.BKG_S16_L002	UCS.0047.BAL_S7_L001	UCS.0047.BAL_S7_L002	UCS.0064.BAL_S6_L001	UCS.0064.BAL_S6_L002	UCS.0069.BKG_S17_L001	UCS.0069.BKG_S17_L002	UCS.0070.BKG_S18_L001	UCS.0070.BKG_S18_L002	UCS.0081.BAL_S9_L001	UCS.0081.BAL_S9_L002	UCS.0085.BKG_S20_L001	UCS.0085.BKG_S20_L002	UCS.0136.BKG_S19_L001	UCS.0136.BKG_S19_L002	UCS.0147.BAL_S11_L001	UCS.0147.BAL_S11_L002	UCS.0163.BAL_S10_L001	UCS.0163.BAL_S10_L002	UCS.0191.BAL_S13_L001	UCS.0191.BAL_S13_L002	UCS.0192.BAL_S14_L001	UCS.0192.BAL_S14_L002	UCS.0194.BAL_S15_L001	UCS.0194.BAL_S15_L002
Streptomyces sp. FR-008	4.62112761059052e-07	0	2.00449648651856e-07	2.04700203246832e-07	0	0	3.57408066692917e-08	3.74367267841848e-08	0	0	0	0	0	9.79018651284326e-07	2.50468465483478e-06	4.57119174016127e-06	0	4.20962235477855e-06	0	2.75196283749384e-06	2.86350290162328e-06	2.63465634483587e-06	3.37921088667374e-06	3.00236531798597e-06	0	0	2.91248563173755e-06	1.06064053142333e-06	9.50666131758523e-07	2.00180562867707e-06	0	0	0	0	0	1.18349077705637e-06	6.69395569270727e-06	0	0	0
Streptomyces sp. TN58	4.62112761059052e-07	1.43984472714462e-06	1.40314754056299e-06	1.02350101623416e-06	1.71787445920698e-06	4.10399629203935e-06	1.19016886208741e-05	1.04074100460034e-05	2.63816881536723e-06	1.65749519326394e-06	2.18976983329282e-06	1.18600889032264e-06	7.53921806999787e-06	8.81116786155893e-06	6.44061768386085e-06	1.10470467053897e-05	3.98239780171641e-06	4.20962235477855e-06	0	0	2.07603960367688e-05	2.07008712808532e-05	2.75535656913398e-05	2.56565763536983e-05	0	0	8.73745689521265e-06	3.71224185998166e-06	1.04573274493438e-05	6.0054168860312e-06	0	0	5.27081444624823e-06	5.68546851103265e-06	1.09339686698062e-06	2.36698155411275e-06	3.34697784635364e-06	0	3.92516284519354e-06	1.08167395534634e-06
Streptomyces roseochromogenus	4.62112761059052e-07	3.35963769667079e-06	1.20269789191114e-06	1.43290142272782e-06	7.36231911088708e-07	7.69499304757378e-07	2.96648695355121e-06	3.06981159630315e-06	5.27633763073446e-06	7.1824791708104e-06	1.09488491664641e-06	2.37201778064528e-06	1.88480451749947e-06	0	1.71749804902956e-05	1.25707772854435e-05	3.98239780171641e-06	8.41924470955711e-06	5.14498569693976e-06	2.75196283749384e-06	1.78968931351455e-05	2.44646660591902e-05	2.9633080083139e-05	2.70212878618737e-05	4.1808379653534e-06	4.46763644161693e-06	1.79603280623816e-05	1.16670458456567e-05	2.37666532939631e-05	1.30117365864009e-05	8.09744464890492e-06	4.33319683763295e-06	7.90622166937235e-06	2.84273425551633e-06	3.28019060094185e-06	2.36698155411275e-06	0	0	0	4.32669582138534e-06
Streptomyces seoulensis	4.62112761059052e-07	1.43984472714462e-06	1.40314754056299e-06	1.22820121948099e-06	2.45410637029569e-07	0	1.715558720126e-06	2.05901997313016e-06	2.11053505229378e-06	4.97248557979182e-06	0	1.18600889032264e-06	0	0	8.5874902451478e-06	5.71398967520159e-06	0	4.20962235477855e-06	0	2.75196283749384e-06	1.2169887331899e-05	1.20441432906782e-05	2.39144155056911e-05	2.34730379406176e-05	2.0904189826767e-06	2.23381822080846e-06	1.45624281586878e-06	4.24256212569333e-06	1.14079935811023e-05	5.00451407169267e-06	2.02436116222623e-06	0	5.27081444624823e-06	2.84273425551633e-06	2.18679373396123e-06	0	6.69395569270727e-06	7.13485591158487e-06	1.96258142259677e-06	1.08167395534634e-06
Streptomyces nodosus	4.62112761059052e-07	4.79948242381542e-07	1.60359718921485e-06	1.02350101623416e-06	4.90821274059139e-07	1.02599907300984e-06	6.68353084715755e-06	6.81348427472163e-06	0	5.52498397754647e-07	1.09488491664641e-06	1.18600889032264e-06	3.20416767974909e-05	2.54544849333925e-05	9.66092652579127e-06	1.44754405105107e-05	0	8.41924470955711e-06	1.02899713938795e-05	0	1.39595766454135e-05	1.88189738916848e-05	2.23547797118417e-05	2.40189225438878e-05	0	0	1.06791139830377e-05	1.06064053142333e-05	9.50666131758523e-06	9.0081253290468e-06	2.02436116222623e-06	2.16659841881647e-06	0	2.84273425551633e-06	1.09339686698062e-06	2.36698155411275e-06	1.00409335390609e-05	3.56742795579243e-06	2.94387213389515e-06	0
Streptomyces xiamenensis	4.62112761059052e-07	4.79948242381542e-07	6.01348945955568e-07	2.04700203246832e-07	1.47246382217742e-06	1.02599907300984e-06	2.46611566018113e-06	2.13389342669853e-06	2.11053505229378e-06	2.76249198877323e-06	2.18976983329282e-06	0	9.42402258749734e-07	9.79018651284326e-07	1.61015442096521e-05	1.98084975406988e-05	0	0	1.02899713938795e-05	0	2.57715261146096e-05	1.46787996355141e-05	4.3149923629834e-05	3.24801338945755e-05	4.1808379653534e-06	0	1.60186709745565e-05	1.16670458456567e-05	1.14079935811023e-05	1.90171534724321e-05	4.04872232445246e-06	2.16659841881647e-06	2.63540722312412e-06	5.68546851103265e-06	2.18679373396123e-06	3.55047233116912e-06	0	7.13485591158487e-06	0	3.24502186603901e-06
Streptomyces pristinaespiralis	4.62112761059052e-07	9.59896484763083e-07	6.01348945955568e-07	1.84230182922149e-06	7.36231911088708e-07	1.2824988412623e-06	1.53328060611261e-05	1.71834575939408e-05	3.69343634151412e-06	3.31499038652788e-06	3.28465474993923e-06	1.18600889032264e-06	1.88480451749947e-06	9.79018651284326e-07	1.4312483741913e-05	1.59991710905644e-05	7.96479560343283e-06	1.26288670643357e-05	2.57249284846988e-06	8.25588851248153e-06	2.18342096248775e-05	2.10772507586869e-05	3.30122909698127e-05	2.23812687340772e-05	2.0904189826767e-06	4.46763644161693e-06	1.11645282549939e-05	1.00760850485217e-05	1.80626565034119e-05	1.5013542215078e-05	2.02436116222623e-06	0	2.63540722312412e-06	2.84273425551633e-06	2.18679373396123e-06	2.36698155411275e-06	3.34697784635364e-06	1.07022838673773e-05	1.96258142259677e-06	1.08167395534634e-06
Streptomyces noursei	4.62112761059052e-07	1.91979296952617e-06	1.00224824325928e-06	4.09400406493664e-07	2.45410637029569e-07	0	1.93000356014175e-06	2.02158324634598e-06	1.00250414983955e-05	6.62998077305576e-06	0	0	4.71201129374867e-06	6.85313055899028e-06	1.00187386193391e-05	7.61865290026879e-06	0	0	0	0	1.2169887331899e-05	1.46787996355141e-05	1.0657511257971e-05	1.61035957964702e-05	4.1808379653534e-06	4.46763644161693e-06	5.8249712634751e-06	1.590960797135e-06	8.55599518582671e-06	1.40126394007395e-05	2.02436116222623e-06	0	2.63540722312412e-06	5.68546851103265e-06	0	2.36698155411275e-06	6.69395569270727e-06	0	1.96258142259677e-06	0
Streptomyces chartreusis	4.62112761059052e-07	4.79948242381542e-07	4.00899297303712e-07	2.04700203246832e-07	2.20869573326612e-06	0	2.71630130686617e-06	2.2087668802669e-06	2.11053505229378e-06	1.65749519326394e-06	0	1.18600889032264e-06	4.71201129374867e-06	1.95803730256865e-06	1.18077990870782e-05	1.10470467053897e-05	0	1.26288670643357e-05	2.57249284846988e-06	0	1.89707067232543e-05	1.39260406798467e-05	2.57339905985154e-05	2.53836340520632e-05	6.27125694803009e-06	2.23381822080846e-06	1.01936997110814e-05	1.48489674399266e-05	1.52106581081364e-05	1.70153478437551e-05	2.02436116222623e-06	0	0	8.52820276654898e-06	3.28019060094185e-06	1.18349077705637e-06	3.34697784635364e-06	3.56742795579243e-06	9.81290711298385e-07	2.16334791069267e-06
Streptomyces sp. SirexAA-E	4.62112761059052e-07	2.39974121190771e-06	1.60359718921485e-06	2.45640243896198e-06	9.81642548118277e-07	2.56499768252459e-07	1.04720563541025e-05	9.0971246085569e-06	4.22107010458756e-06	6.62998077305576e-06	0	1.18600889032264e-06	6.59681581124814e-06	1.95803730256865e-06	1.07343628064347e-05	1.06661140603763e-05	0	8.41924470955711e-06	0	2.75196283749384e-06	1.6107203821631e-05	1.3549661202013e-05	2.85933228872394e-05	2.51106917504281e-05	2.0904189826767e-06	2.23381822080846e-06	9.70828543912517e-06	1.00760850485217e-05	1.23586597128608e-05	1.00090281433853e-05	0	2.16659841881647e-06	5.27081444624823e-06	2.84273425551633e-06	1.09339686698062e-06	2.36698155411275e-06	6.69395569270727e-06	3.56742795579243e-06	9.81290711298385e-07	1.08167395534634e-06
Streptomyces actuosus	4.62112761059052e-07	2.39974121190771e-06	2.60584543247413e-06	2.25170223571515e-06	7.36231911088708e-07	5.12999536504919e-07	5.79001068042526e-06	5.4283253837068e-06	0	2.20999359101859e-06	1.09488491664641e-06	2.37201778064528e-06	9.42402258749734e-07	1.95803730256865e-06	1.10921748999826e-05	1.21898446404301e-05	1.19471934051492e-05	4.20962235477855e-06	5.14498569693976e-06	2.75196283749384e-06	1.78968931351455e-05	2.44646660591902e-05	3.35321695677625e-05	2.51106917504281e-05	0	6.70145466242539e-06	5.33955699151884e-06	1.48489674399266e-05	1.04573274493438e-05	1.00090281433853e-05	4.04872232445246e-06	6.49979525644942e-06	0	2.84273425551633e-06	3.28019060094185e-06	4.7339631082255e-06	0	7.13485591158487e-06	2.94387213389515e-06	1.08167395534634e-06
Streptomyces sampsonii	4.62112761059052e-07	0	0	0	0	0	2.50185646685042e-07	1.12310180352554e-07	5.27633763073446e-07	0	0	0	0	0	7.1562418709565e-07	7.61865290026879e-07	0	0	2.57249284846988e-06	0	0	1.12913843350109e-06	3.89908948462355e-06	3.54824992125615e-06	2.0904189826767e-06	0	2.42707135978129e-06	1.06064053142333e-06	0	2.00180562867707e-06	0	0	0	0	0	0	0	0	0	0
Streptomyces sp. 769	4.62112761059052e-07	0	4.00899297303712e-07	6.14100609740495e-07	4.90821274059139e-07	2.56499768252459e-07	9.68575860737805e-06	8.23607989252065e-06	2.63816881536723e-06	2.20999359101859e-06	0	1.18600889032264e-06	9.42402258749734e-07	9.79018651284326e-07	1.10921748999826e-05	1.06661140603763e-05	1.19471934051492e-05	4.20962235477855e-06	5.14498569693976e-06	0	1.07381358810873e-05	1.20441432906782e-05	1.32569042477201e-05	1.39200573833895e-05	2.0904189826767e-06	2.23381822080846e-06	4.85414271956258e-06	6.89416345425166e-06	6.65466292230966e-06	3.0027084430156e-06	2.02436116222623e-06	2.16659841881647e-06	2.63540722312412e-06	5.68546851103265e-06	3.28019060094185e-06	0	0	3.56742795579243e-06	0	2.16334791069267e-06
Kitasatospora aureofaciens	2.31056380529526e-06	1.43984472714462e-06	2.20494613517041e-06	1.22820121948099e-06	0	5.12999536504919e-07	4.36037841365359e-06	5.39088865692261e-06	2.11053505229378e-06	3.86748878428253e-06	0	3.55802667096793e-06	9.42402258749734e-07	1.95803730256865e-06	1.46702958354608e-05	1.63801037355779e-05	3.98239780171641e-06	0	0	0	2.04024581740659e-05	3.12394966601967e-05	3.79511376503359e-05	3.13883646880351e-05	0	2.23381822080846e-06	1.26207710708627e-05	7.95480398567499e-06	1.80626565034119e-05	1.70153478437551e-05	2.02436116222623e-06	6.49979525644942e-06	5.27081444624823e-06	5.68546851103265e-06	1.09339686698062e-06	5.91745388528187e-06	0	0	9.81290711298385e-07	2.16334791069267e-06
Kitasatospora setae	2.31056380529526e-06	4.79948242381542e-07	1.40314754056299e-06	1.43290142272782e-06	1.22705318514785e-06	3.33449698728197e-06	5.36112100039376e-06	4.49240721410218e-06	1.58290128922034e-05	8.83997436407434e-06	4.37953966658565e-06	5.93004445161321e-06	7.53921806999787e-06	1.17482238154119e-05	1.86062288644869e-05	1.79038343156316e-05	2.78767846120149e-05	1.68384894191142e-05	2.0579942787759e-05	2.20157026999507e-05	3.43620348194794e-05	2.37119071035228e-05	4.70490131144575e-05	5.24049219139369e-05	1.04520949133835e-05	1.11690911040423e-05	1.79603280623816e-05	1.21973661113683e-05	2.66186516892387e-05	1.60144450294165e-05	1.41705281355836e-05	1.73327873505318e-05	1.05416288924965e-05	1.13709370220653e-05	9.84057180282556e-06	1.30183985476201e-05	1.67348892317682e-05	2.4971995690547e-05	3.92516284519354e-06	2.16334791069267e-06
Kitasatospora sp. MMS16-BH015	2.31056380529526e-06	4.79948242381542e-07	1.60359718921485e-06	1.63760162597465e-06	5.88985528870966e-06	5.64299490155411e-06	1.74772544612836e-05	1.72957677742934e-05	6.33160515688135e-06	3.86748878428253e-06	1.09488491664641e-06	2.37201778064528e-06	1.88480451749947e-06	1.95803730256865e-06	1.46702958354608e-05	1.67610363805913e-05	1.59295912068657e-05	1.68384894191142e-05	7.71747854540964e-06	8.25588851248153e-06	2.36238989383921e-05	2.40882865813565e-05	3.84710162482857e-05	4.55813643730597e-05	0	2.23381822080846e-06	9.70828543912517e-06	1.1136725579945e-05	9.50666131758523e-06	1.30117365864009e-05	2.02436116222623e-06	6.49979525644942e-06	5.27081444624823e-06	5.68546851103265e-06	2.18679373396123e-06	4.7339631082255e-06	0	0	9.81290711298385e-07	3.24502186603901e-06
Kitasatospora albolonga	1.38633828317715e-06	9.59896484763083e-07	4.00899297303712e-07	1.63760162597465e-06	0	7.69499304757378e-07	5.96871471377172e-06	5.24114174978587e-06	2.63816881536723e-06	2.76249198877323e-06	1.09488491664641e-06	2.37201778064528e-06	1.03664248462471e-05	1.37062611179806e-05	8.22967815159997e-06	1.40945078654973e-05	0	4.20962235477855e-06	5.14498569693976e-06	2.75196283749384e-06	1.39595766454135e-05	2.29591481478554e-05	1.27370256497703e-05	1.8560076511186e-05	4.1808379653534e-06	4.46763644161693e-06	1.01936997110814e-05	1.16670458456567e-05	1.14079935811023e-05	8.00722251470827e-06	2.02436116222623e-06	4.33319683763295e-06	0	2.84273425551633e-06	4.37358746792247e-06	7.10094466233825e-06	0	3.56742795579243e-06	0	1.08167395534634e-06
Streptacidiphilus sp. DSM 106435	2.31056380529526e-06	9.59896484763083e-07	2.00449648651856e-06	1.63760162597465e-06	1.96328509623655e-06	1.53899860951476e-06	1.11153908741497e-05	1.01079162317299e-05	6.85923891995479e-06	6.62998077305576e-06	1.09488491664641e-06	0	5.6544135524984e-06	4.89509325642163e-06	1.82484167709391e-05	1.71419690256048e-05	7.96479560343283e-06	1.26288670643357e-05	0	2.75196283749384e-06	2.75612154281241e-05	1.88189738916848e-05	4.36698022277838e-05	5.10402104057615e-05	2.0904189826767e-06	4.46763644161693e-06	8.25204262325639e-06	9.54576478280999e-06	6.65466292230966e-06	1.30117365864009e-05	0	4.33319683763295e-06	2.63540722312412e-06	1.42136712775816e-05	2.18679373396123e-06	3.55047233116912e-06	3.34697784635364e-06	1.07022838673773e-05	1.96258142259677e-06	1.08167395534634e-06
Plantactinospora sp. BB1	3.41963443183698e-05	4.31953418143387e-05	1.02229320812446e-05	1.24867123980567e-05	8.58937229603492e-06	8.97749188883608e-06	3.21667260023625e-06	4.6795908480231e-06	1.63566466552768e-05	1.49174567393755e-05	0.000114962916247873	0.000132832995716136	4.6177710678737e-05	3.13285968410984e-05	4.9020256816052e-05	5.37115029468949e-05	0.000163278309870373	0.000239948474222378	6.68848140602169e-05	0.000123838327687223	5.90597473459802e-05	7.33939981775706e-05	2.9633080083139e-05	3.24801338945755e-05	8.15263403243912e-05	8.26512741699132e-05	3.15519276771568e-05	4.34862617883566e-05	2.94706500845142e-05	3.50315985018487e-05	4.45359455689771e-05	7.58309446585766e-05	9.48746600324682e-05	0.000133608510009267	8.41915587575075e-05	0.000100596716049792	5.35516455416582e-05	8.2050842983226e-05	5.1027116987516e-05	7.46355029188972e-05
Plantactinospora sp. BC1	2.35677508140116e-05	2.44773603614586e-05	6.01348945955568e-07	2.04700203246832e-06	1.22705318514785e-06	2.56499768252459e-07	7.14816133385834e-06	6.73861082115326e-06	1.58290128922034e-06	1.65749519326394e-06	8.75907933317129e-06	5.93004445161321e-06	0	4.89509325642163e-06	8.22967815159997e-06	3.42839380512095e-06	3.98239780171641e-06	2.52577341286713e-05	0	5.50392567498768e-06	1.03801980183844e-05	6.39845112317282e-06	1.29969649487452e-05	1.03718074621333e-05	4.1808379653534e-06	2.23381822080846e-06	2.91248563173755e-06	3.71224185998166e-06	3.80266452703409e-06	7.00631970036973e-06	4.04872232445246e-06	4.33319683763295e-06	2.63540722312412e-06	1.42136712775816e-05	4.37358746792247e-06	3.55047233116912e-06	6.69395569270727e-06	1.07022838673773e-05	1.96258142259677e-06	2.16334791069267e-06
Plantactinospora sp. KBS50	4.62112761059052e-07	9.59896484763083e-07	2.40539578382227e-06	1.43290142272782e-06	2.69951700732526e-06	1.2824988412623e-06	1.31168760476301e-05	1.29531074673279e-05	5.27633763073446e-06	8.2874759663197e-06	0	0	1.4136033881246e-05	9.79018651284326e-07	1.4312483741913e-05	1.94275648956854e-05	0	0	0	2.75196283749384e-06	1.86127688605513e-05	2.52174250148576e-05	4.34098629288089e-05	4.72190181828703e-05	0	2.23381822080846e-06	1.74749137904253e-05	7.95480398567499e-06	1.61613242398949e-05	1.00090281433853e-05	0	2.16659841881647e-06	0	0	1.09339686698062e-06	2.36698155411275e-06	0	0	1.96258142259677e-06	1.08167395534634e-06
Micromonospora viridifaciens	1.84845104423621e-06	9.59896484763083e-07	6.01348945955568e-07	1.43290142272782e-06	9.81642548118277e-07	7.69499304757378e-07	1.14370581341733e-06	1.75952615885669e-06	7.38687268302824e-06	3.31499038652788e-06	0	2.37201778064528e-06	1.69632406574952e-05	1.27272424666962e-05	1.32390474612695e-05	1.14279793504032e-05	3.98239780171641e-06	4.20962235477855e-06	0	2.75196283749384e-06	1.39595766454135e-05	1.39260406798467e-05	2.54740512995405e-05	3.02965954814948e-05	2.0904189826767e-06	0	5.33955699151884e-06	6.89416345425166e-06	1.42599919763778e-05	9.0081253290468e-06	2.02436116222623e-06	4.33319683763295e-06	2.63540722312412e-06	5.68546851103265e-06	1.31207624037674e-05	1.53853801017329e-05	0	0	1.96258142259677e-06	0
Micromonospora krabiensis	1.84845104423621e-06	9.59896484763083e-07	4.00899297303712e-07	1.22820121948099e-06	9.81642548118277e-07	7.69499304757378e-07	1.16872437808584e-05	1.17925689370182e-05	4.74870386766101e-06	7.1824791708104e-06	0	0	0	1.95803730256865e-06	1.03765507128869e-05	1.18089119954166e-05	0	0	0	0	1.53913280962252e-05	1.80662149360174e-05	4.029059134111e-05	3.98495760387229e-05	4.1808379653534e-06	2.23381822080846e-06	1.16499425269502e-05	4.77288239140499e-06	1.23586597128608e-05	2.00180562867707e-05	0	2.16659841881647e-06	7.90622166937235e-06	2.84273425551633e-06	0	1.18349077705637e-06	3.34697784635364e-06	7.13485591158487e-06	0	1.08167395534634e-06
Micromonospora auratinigra	1.84845104423621e-06	4.31953418143387e-06	8.01798594607423e-07	8.18800812987327e-07	1.22705318514785e-06	1.53899860951476e-06	1.18659478142048e-05	1.12310180352554e-05	5.27633763073446e-06	1.65749519326394e-06	1.09488491664641e-06	1.18600889032264e-06	0	6.85313055899028e-06	1.71749804902956e-05	1.82847669606451e-05	0	8.41924470955711e-06	0	2.75196283749384e-06	2.68453397027183e-05	3.23686350936978e-05	3.43119874646872e-05	4.0122518340358e-05	4.1808379653534e-06	0	9.22287116716891e-06	1.909152956562e-05	3.23226484797898e-05	2.50225703584633e-05	2.02436116222623e-06	0	5.27081444624823e-06	8.52820276654898e-06	7.65377806886432e-06	4.7339631082255e-06	0	3.56742795579243e-06	9.81290711298385e-07	0
Micromonospora aurantiaca	1.38633828317715e-06	4.79948242381542e-07	6.01348945955568e-07	2.04700203246832e-07	0	7.69499304757378e-07	5.75426987375597e-06	6.58886391401652e-06	1.05526752614689e-06	2.76249198877323e-06	0	0	0	9.79018651284326e-07	3.93593302902608e-06	4.95212438517471e-06	0	0	0	0	1.36016387827106e-05	6.39845112317282e-06	9.87769336104633e-06	1.31012304784842e-05	0	2.23381822080846e-06	8.25204262325639e-06	9.01544451709832e-06	5.70399679055114e-06	7.00631970036973e-06	0	0	0	0	0	0	0	0	0	0
Micromonospora siamensis	1.38633828317715e-06	1.91979296952617e-06	6.01348945955568e-07	1.02350101623416e-06	7.36231911088708e-07	7.69499304757378e-07	7.39834698054338e-06	7.6370922639737e-06	4.22107010458756e-06	2.20999359101859e-06	0	1.18600889032264e-06	1.88480451749947e-06	4.89509325642163e-06	1.00187386193391e-05	1.59991710905644e-05	3.98239780171641e-06	0	2.57249284846988e-06	0	2.04024581740659e-05	1.50551791133478e-05	3.79511376503359e-05	3.90307491338176e-05	0	0	1.21353567989065e-05	5.30320265711666e-06	3.80266452703409e-06	6.0054168860312e-06	0	2.16659841881647e-06	5.27081444624823e-06	5.68546851103265e-06	2.18679373396123e-06	0	0	3.56742795579243e-06	0	1.08167395534634e-06
Micromonospora sp. B006	9.24225522118103e-07	4.79948242381542e-07	4.00899297303712e-07	2.04700203246832e-07	0	2.56499768252459e-07	2.28741162683467e-06	2.58313414810875e-06	2.11053505229378e-06	0	0	1.18600889032264e-06	1.88480451749947e-06	1.95803730256865e-06	7.87186605805215e-06	9.52331612533598e-06	0	0	0	0	1.14540116064931e-05	1.50551791133478e-05	2.46942334026158e-05	2.59295186553334e-05	4.1808379653534e-06	0	2.42707135978129e-06	4.24256212569333e-06	1.04573274493438e-05	6.0054168860312e-06	2.02436116222623e-06	2.16659841881647e-06	5.27081444624823e-06	0	2.18679373396123e-06	1.18349077705637e-06	3.34697784635364e-06	0	1.96258142259677e-06	0
Micromonospora sp. WMMA2032	9.24225522118103e-07	3.35963769667079e-06	1.20269789191114e-06	6.14100609740495e-07	4.90821274059139e-07	5.12999536504919e-07	6.79075326716542e-07	1.08566507674136e-06	3.69343634151412e-06	5.52498397754647e-07	0	1.18600889032264e-06	2.8272067762492e-06	6.85313055899028e-06	9.30311443224345e-06	1.52373058005376e-05	0	4.20962235477855e-06	2.57249284846988e-06	5.50392567498768e-06	1.78968931351455e-05	1.84425944138511e-05	3.66514411554614e-05	3.76660376256422e-05	0	2.23381822080846e-06	8.73745689521265e-06	1.16670458456567e-05	1.80626565034119e-05	1.00090281433853e-05	0	0	2.63540722312412e-06	2.84273425551633e-06	2.18679373396123e-06	2.36698155411275e-06	1.00409335390609e-05	0	3.92516284519354e-06	2.16334791069267e-06
Micromonospora tulbaghiae	9.24225522118103e-07	0	2.00449648651856e-07	2.04700203246832e-07	2.45410637029569e-07	0	1.27237271742678e-05	1.09689609477661e-05	2.11053505229378e-06	1.10499679550929e-06	0	0	9.42402258749734e-07	2.93705595385298e-06	1.10921748999826e-05	1.10470467053897e-05	0	4.20962235477855e-06	2.57249284846988e-06	5.50392567498768e-06	1.57492659589281e-05	1.01622459015098e-05	1.76758723302934e-05	1.50118265899298e-05	0	2.23381822080846e-06	8.25204262325639e-06	1.00760850485217e-05	1.14079935811023e-05	1.30117365864009e-05	2.02436116222623e-06	0	7.90622166937235e-06	2.84273425551633e-06	0	2.36698155411275e-06	0	0	9.81290711298385e-07	0
